id,case_num,pn_num,feature_num
10421_010,1,10421,010
10421_011,1,10421,011
10421_012,1,10421,012
10446_000,1,10446,000
10446_001,1,10446,001
10446_002,1,10446,002
10446_003,1,10446,003
10446_004,1,10446,004
10446_005,1,10446,005
10446_006,1,10446,006
10446_007,1,10446,007
10446_008,1,10446,008
10446_009,1,10446,009
10446_010,1,10446,010
10446_011,1,10446,011
10446_012,1,10446,012
10472_000,1,10472,000
10472_001,1,10472,001
10472_002,1,10472,002
10472_003,1,10472,003
10472_004,1,10472,004
10472_005,1,10472,005
10472_006,1,10472,006
10472_007,1,10472,007
10472_008,1,10472,008
10472_009,1,10472,009
10472_010,1,10472,010
10472_011,1,10472,011
10472_012,1,10472,012
10498_000,1,10498,000
10498_001,1,10498,001
10498_002,1,10498,002
10498_003,1,10498,003
10498_004,1,10498,004
10498_005,1,10498,005
10498_006,1,10498,006
10498_007,1,10498,007
10498_008,1,10498,008
10498_009,1,10498,009
10498_010,1,10498,010
10498_011,1,10498,011
10498_012,1,10498,012
10524_000,1,10524,000
10524_001,1,10524,001
10524_002,1,10524,002
10524_003,1,10524,003
10524_004,1,10524,004
10524_005,1,10524,005
10524_006,1,10524,006
10524_007,1,10524,007
10524_008,1,10524,008
10524_009,1,10524,009
10524_010,1,10524,010
10524_011,1,10524,011
10524_012,1,10524,012
10550_000,1,10550,000
10550_001,1,10550,001
10550_002,1,10550,002
10550_003,1,10550,003
10550_004,1,10550,004
10550_005,1,10550,005
10550_006,1,10550,006
10550_007,1,10550,007
10550_008,1,10550,008
10550_009,1,10550,009
10550_010,1,10550,010
10550_011,1,10550,011
10550_012,1,10550,012
10576_000,1,10576,000
10576_001,1,10576,001
10576_002,1,10576,002
10576_003,1,10576,003
10576_004,1,10576,004
10576_005,1,10576,005
10576_006,1,10576,006
10576_007,1,10576,007
10576_008,1,10576,008
10576_009,1,10576,009
10576_010,1,10576,010
10576_011,1,10576,011
10576_012,1,10576,012
10602_000,1,10602,000
10602_001,1,10602,001
10602_002,1,10602,002
10602_003,1,10602,003
10602_004,1,10602,004
10602_005,1,10602,005
10602_006,1,10602,006
10602_007,1,10602,007
10602_008,1,10602,008
10602_009,1,10602,009
10602_010,1,10602,010
10602_011,1,10602,011
10602_012,1,10602,012
10628_000,1,10628,000
10628_001,1,10628,001
10628_002,1,10628,002
10628_003,1,10628,003
10628_004,1,10628,004
10628_005,1,10628,005
10628_006,1,10628,006
10628_007,1,10628,007
10628_008,1,10628,008
10628_009,1,10628,009
10628_010,1,10628,010
10628_011,1,10628,011
10628_012,1,10628,012
10654_000,1,10654,000
10654_001,1,10654,001
10654_002,1,10654,002
10654_003,1,10654,003
10654_004,1,10654,004
10654_005,1,10654,005
10654_006,1,10654,006
10654_007,1,10654,007
10654_008,1,10654,008
10654_009,1,10654,009
10654_010,1,10654,010
10654_011,1,10654,011
10654_012,1,10654,012
10680_000,1,10680,000
10680_001,1,10680,001
10680_002,1,10680,002
10680_003,1,10680,003
10680_004,1,10680,004
10680_005,1,10680,005
10680_006,1,10680,006
10680_007,1,10680,007
10680_008,1,10680,008
10680_009,1,10680,009
10680_010,1,10680,010
10680_011,1,10680,011
10680_012,1,10680,012
10706_000,1,10706,000
10706_001,1,10706,001
10706_002,1,10706,002
10706_003,1,10706,003
10706_004,1,10706,004
10706_005,1,10706,005
10706_006,1,10706,006
10706_007,1,10706,007
10706_008,1,10706,008
10706_009,1,10706,009
10706_010,1,10706,010
10706_011,1,10706,011
10706_012,1,10706,012
10732_000,1,10732,000
10732_001,1,10732,001
10732_002,1,10732,002
10732_003,1,10732,003
10732_004,1,10732,004
10732_005,1,10732,005
10732_006,1,10732,006
10732_007,1,10732,007
10732_008,1,10732,008
10732_009,1,10732,009
10732_010,1,10732,010
10732_011,1,10732,011
10732_012,1,10732,012
10758_000,1,10758,000
10758_001,1,10758,001
10758_002,1,10758,002
10758_003,1,10758,003
10758_004,1,10758,004
10758_005,1,10758,005
10758_006,1,10758,006
10758_007,1,10758,007
10758_008,1,10758,008
10758_009,1,10758,009
10758_010,1,10758,010
10758_011,1,10758,011
10758_012,1,10758,012
10784_000,1,10784,000
10784_001,1,10784,001
10784_002,1,10784,002
10784_003,1,10784,003
10784_004,1,10784,004
10784_005,1,10784,005
10784_006,1,10784,006
10784_007,1,10784,007
10784_008,1,10784,008
10784_009,1,10784,009
10784_010,1,10784,010
10784_011,1,10784,011
10784_012,1,10784,012
10810_000,1,10810,000
10810_001,1,10810,001
10810_002,1,10810,002
10810_003,1,10810,003
10810_004,1,10810,004
10810_005,1,10810,005
10810_006,1,10810,006
10810_007,1,10810,007
10810_008,1,10810,008
10810_009,1,10810,009
10810_010,1,10810,010
10810_011,1,10810,011
10810_012,1,10810,012
10836_000,1,10836,000
10836_001,1,10836,001
10836_002,1,10836,002
10836_003,1,10836,003
10836_004,1,10836,004
10836_005,1,10836,005
10836_006,1,10836,006
10836_007,1,10836,007
10836_008,1,10836,008
10836_009,1,10836,009
10836_010,1,10836,010
10836_011,1,10836,011
10836_012,1,10836,012
10862_000,1,10862,000
10862_001,1,10862,001
10862_002,1,10862,002
10862_003,1,10862,003
10862_004,1,10862,004
10862_005,1,10862,005
10862_006,1,10862,006
10862_007,1,10862,007
10862_008,1,10862,008
10862_009,1,10862,009
10862_010,1,10862,010
10862_011,1,10862,011
10862_012,1,10862,012
10889_000,1,10889,000
10889_001,1,10889,001
10889_002,1,10889,002
10889_003,1,10889,003
10889_004,1,10889,004
10889_005,1,10889,005
10889_006,1,10889,006
10889_007,1,10889,007
10889_008,1,10889,008
10889_009,1,10889,009
10889_010,1,10889,010
10889_011,1,10889,011
10889_012,1,10889,012
10914_000,1,10914,000
10914_001,1,10914,001
10914_002,1,10914,002
10914_003,1,10914,003
10914_004,1,10914,004
10914_005,1,10914,005
10914_006,1,10914,006
10914_007,1,10914,007
10914_008,1,10914,008
10914_009,1,10914,009
10914_010,1,10914,010
10914_011,1,10914,011
10914_012,1,10914,012
10940_000,1,10940,000
10940_001,1,10940,001
10940_002,1,10940,002
10940_003,1,10940,003
10940_004,1,10940,004
10940_005,1,10940,005
10940_006,1,10940,006
10940_007,1,10940,007
10940_008,1,10940,008
10940_009,1,10940,009
10940_010,1,10940,010
10940_011,1,10940,011
10940_012,1,10940,012
20010_000,2,20010,000
20010_001,2,20010,001
20010_002,2,20010,002
20010_003,2,20010,003
20010_004,2,20010,004
20010_005,2,20010,005
20010_006,2,20010,006
20010_007,2,20010,007
20010_008,2,20010,008
20010_009,2,20010,009
20010_010,2,20010,010
20010_011,2,20010,011
20010_012,2,20010,012
20055_000,2,20055,000
20055_001,2,20055,001
20055_002,2,20055,002
20055_003,2,20055,003
20055_004,2,20055,004
20055_005,2,20055,005
20055_006,2,20055,006
20055_007,2,20055,007
20055_008,2,20055,008
20055_009,2,20055,009
20055_010,2,20055,010
20055_011,2,20055,011
20055_012,2,20055,012
20100_000,2,20100,000
20100_001,2,20100,001
20100_002,2,20100,002
20100_003,2,20100,003
20100_004,2,20100,004
20100_005,2,20100,005
20100_006,2,20100,006
20100_007,2,20100,007
20100_008,2,20100,008
20100_009,2,20100,009
20100_010,2,20100,010
20100_011,2,20100,011
20100_012,2,20100,012
20145_000,2,20145,000
20145_001,2,20145,001
20145_002,2,20145,002
20145_003,2,20145,003
20145_004,2,20145,004
20145_005,2,20145,005
20145_006,2,20145,006
20145_007,2,20145,007
20145_008,2,20145,008
20145_009,2,20145,009
20145_010,2,20145,010
20145_011,2,20145,011
20145_012,2,20145,012
20190_000,2,20190,000
20190_001,2,20190,001
20190_002,2,20190,002
20190_003,2,20190,003
20190_004,2,20190,004
20190_005,2,20190,005
20190_006,2,20190,006
20190_007,2,20190,007
20190_008,2,20190,008
20190_009,2,20190,009
20190_010,2,20190,010
20190_011,2,20190,011
20190_012,2,20190,012
20235_000,2,20235,000
20235_001,2,20235,001
20235_002,2,20235,002
20235_003,2,20235,003
20235_004,2,20235,004
20235_005,2,20235,005
20235_006,2,20235,006
20235_007,2,20235,007
20235_008,2,20235,008
20235_009,2,20235,009
20235_010,2,20235,010
20235_011,2,20235,011
20235_012,2,20235,012
20280_000,2,20280,000
20280_001,2,20280,001
20280_002,2,20280,002
20280_003,2,20280,003
20280_004,2,20280,004
20280_005,2,20280,005
20280_006,2,20280,006
20280_007,2,20280,007
20280_008,2,20280,008
20280_009,2,20280,009
20280_010,2,20280,010
20280_011,2,20280,011
20280_012,2,20280,012
20325_000,2,20325,000
20325_001,2,20325,001
20325_002,2,20325,002
20325_003,2,20325,003
20325_004,2,20325,004
20325_005,2,20325,005
20325_006,2,20325,006
20325_007,2,20325,007
20325_008,2,20325,008
20325_009,2,20325,009
20325_010,2,20325,010
20325_011,2,20325,011
20325_012,2,20325,012
20370_000,2,20370,000
20370_001,2,20370,001
20370_002,2,20370,002
20370_003,2,20370,003
20370_004,2,20370,004
20370_005,2,20370,005
20370_006,2,20370,006
20370_007,2,20370,007
20370_008,2,20370,008
20370_009,2,20370,009
20370_010,2,20370,010
20370_011,2,20370,011
20370_012,2,20370,012
20415_000,2,20415,000
20415_001,2,20415,001
20415_002,2,20415,002
20415_003,2,20415,003
20415_004,2,20415,004
20415_005,2,20415,005
20415_006,2,20415,006
20415_007,2,20415,007
20415_008,2,20415,008
20415_009,2,20415,009
20415_010,2,20415,010
20415_011,2,20415,011
20415_012,2,20415,012
20460_000,2,20460,000
20460_001,2,20460,001
20460_002,2,20460,002
20460_003,2,20460,003
20460_004,2,20460,004
20460_005,2,20460,005
20460_006,2,20460,006
20460_007,2,20460,007
20460_008,2,20460,008
20460_009,2,20460,009
20460_010,2,20460,010
20460_011,2,20460,011
20460_012,2,20460,012
20505_000,2,20505,000
20505_001,2,20505,001
20505_002,2,20505,002
20505_003,2,20505,003
20505_004,2,20505,004
20505_005,2,20505,005
20505_006,2,20505,006
20505_007,2,20505,007
20505_008,2,20505,008
20505_009,2,20505,009
20505_010,2,20505,010
20505_011,2,20505,011
20505_012,2,20505,012
20550_000,2,20550,000
20550_001,2,20550,001
20550_002,2,20550,002
20550_003,2,20550,003
20550_004,2,20550,004
20550_005,2,20550,005
20550_006,2,20550,006
20550_007,2,20550,007
20550_008,2,20550,008
20550_009,2,20550,009
20550_010,2,20550,010
20550_011,2,20550,011
20550_012,2,20550,012
20595_000,2,20595,000
20595_001,2,20595,001
20595_002,2,20595,002
20595_003,2,20595,003
20595_004,2,20595,004
20595_005,2,20595,005
20595_006,2,20595,006
20595_007,2,20595,007
20595_008,2,20595,008
20595_009,2,20595,009
20595_010,2,20595,010
20595_011,2,20595,011
20595_012,2,20595,012
20640_000,2,20640,000
20640_001,2,20640,001
20640_002,2,20640,002
20640_003,2,20640,003
20640_004,2,20640,004
20640_005,2,20640,005
20640_006,2,20640,006
20640_007,2,20640,007
20640_008,2,20640,008
20640_009,2,20640,009
20640_010,2,20640,010
20640_011,2,20640,011
20640_012,2,20640,012
20685_000,2,20685,000
20685_001,2,20685,001
20685_002,2,20685,002
20685_003,2,20685,003
20685_004,2,20685,004
20685_005,2,20685,005
20685_006,2,20685,006
20685_007,2,20685,007
20685_008,2,20685,008
20685_009,2,20685,009
20685_010,2,20685,010
20685_011,2,20685,011
20685_012,2,20685,012
20730_000,2,20730,000
20730_001,2,20730,001
20730_002,2,20730,002
20730_003,2,20730,003
20730_004,2,20730,004
20730_005,2,20730,005
20730_006,2,20730,006
20730_007,2,20730,007
20730_008,2,20730,008
20730_009,2,20730,009
20730_010,2,20730,010
20730_011,2,20730,011
20730_012,2,20730,012
20775_000,2,20775,000
20775_001,2,20775,001
20775_002,2,20775,002
20775_003,2,20775,003
20775_004,2,20775,004
20775_005,2,20775,005
20775_006,2,20775,006
